add x0, x1, x2	2000028b	
scvtf d0, x1	2000629e	
ucvtf s0, w1	2000231e	
ucvtf d0, x1	2000639e	
fcvtzs w0, s1, #4	20f0181e	
fcvtzs x0, d1, #16	20c0589e	
fcvtzu w0, s1, #4	20f0191e	
fcvtzu x0, d1, #16	20c0599e	
scvtf s0, w1, #4	20f0021e	
scvtf d0, x1, #16	20c0429e	
ucvtf s0, w1, #4	20f0031e	
ucvtf d0, x1, #16	20c0439e	
fcmp s0, s1	0020211e	
fcmp d0, #0.0	0820601e	
fcsel s0, s1, s2, eq	200c221e	
fmov w0, s1	2000261e	
fmov s0, w1	2000271e	
fmov x0, d1	2000669e	
fmov d0, x1	2000679e	
fmov d0, #1.0	00106e1e	
fmov s0, #1.0	00102e1e	
fmov d0, #2.0	0010601e	
fmov s0, #2.0	0010201e	
fmov d0, #0.5	00106c1e	
fmov s0, #0.5	00102c1e	
fmov d0, #-1.0	00107e1e	
fmov s0, #-1.0	00103e1e	
fmov d0, #1.9375	00f06f1e	
fmov s0, #1.9375	00f02f1e	
add v0.8b, v1.8b, v2.8b	2084220e	
add v0.16b, v1.16b, v2.16b	2084224e	
add v0.4h, v1.4h, v2.4h	2084620e	
add v0.8h, v1.8h, v2.8h	2084624e	
add v0.2s, v1.2s, v2.2s	2084a20e	
add v0.4s, v1.4s, v2.4s	2084a24e	
add v0.2d, v1.2d, v2.2d	2084e24e	
sub v0.8b, v1.8b, v2.8b	2084222e	
sub v0.16b, v1.16b, v2.16b	2084226e	
sub v0.4h, v1.4h, v2.4h	2084622e	
sub v0.8h, v1.8h, v2.8h	2084626e	
sub v0.2s, v1.2s, v2.2s	2084a22e	
sub v0.4s, v1.4s, v2.4s	2084a26e	
sub v0.2d, v1.2d, v2.2d	2084e26e	
mul v0.8b, v1.8b, v2.8b	209c220e	
mul v0.16b, v1.16b, v2.16b	209c224e	
mul v0.4h, v1.4h, v2.4h	209c620e	
mul v0.8h, v1.8h, v2.8h	209c624e	
mul v0.2s, v1.2s, v2.2s	209ca20e	
mul v0.4s, v1.4s, v2.4s	209ca24e	
mla v0.8b, v1.8b, v2.8b	2094220e	
mla v0.16b, v1.16b, v2.16b	2094224e	
mla v0.4h, v1.4h, v2.4h	2094620e	
mla v0.8h, v1.8h, v2.8h	2094624e	
mla v0.2s, v1.2s, v2.2s	2094a20e	
mla v0.4s, v1.4s, v2.4s	2094a24e	
mls v0.8b, v1.8b, v2.8b	2094222e	
mls v0.16b, v1.16b, v2.16b	2094226e	
mls v0.4h, v1.4h, v2.4h	2094622e	
mls v0.8h, v1.8h, v2.8h	2094626e	
mls v0.2s, v1.2s, v2.2s	2094a22e	
mls v0.4s, v1.4s, v2.4s	2094a26e	
smax v0.8b, v1.8b, v2.8b	2064220e	
smax v0.16b, v1.16b, v2.16b	2064224e	
smax v0.4h, v1.4h, v2.4h	2064620e	
smax v0.8h, v1.8h, v2.8h	2064624e	
smax v0.2s, v1.2s, v2.2s	2064a20e	
smax v0.4s, v1.4s, v2.4s	2064a24e	
smin v0.8b, v1.8b, v2.8b	206c220e	
smin v0.16b, v1.16b, v2.16b	206c224e	
smin v0.4h, v1.4h, v2.4h	206c620e	
smin v0.8h, v1.8h, v2.8h	206c624e	
smin v0.2s, v1.2s, v2.2s	206ca20e	
smin v0.4s, v1.4s, v2.4s	206ca24e	
umax v0.8b, v1.8b, v2.8b	2064222e	
umax v0.16b, v1.16b, v2.16b	2064226e	
umax v0.4h, v1.4h, v2.4h	2064622e	
umax v0.8h, v1.8h, v2.8h	2064626e	
umax v0.2s, v1.2s, v2.2s	2064a22e	
umax v0.4s, v1.4s, v2.4s	2064a26e	
umin v0.8b, v1.8b, v2.8b	206c222e	
umin v0.16b, v1.16b, v2.16b	206c226e	
umin v0.4h, v1.4h, v2.4h	206c622e	
umin v0.8h, v1.8h, v2.8h	206c626e	
umin v0.2s, v1.2s, v2.2s	206ca22e	
umin v0.4s, v1.4s, v2.4s	206ca26e	
sshl v0.8b, v1.8b, v2.8b	2044220e	
sshl v0.16b, v1.16b, v2.16b	2044224e	
sshl v0.4h, v1.4h, v2.4h	2044620e	
sshl v0.8h, v1.8h, v2.8h	2044624e	
sshl v0.2s, v1.2s, v2.2s	2044a20e	
sshl v0.4s, v1.4s, v2.4s	2044a24e	
sshl v0.2d, v1.2d, v2.2d	2044e24e	
ushl v0.8b, v1.8b, v2.8b	2044222e	
ushl v0.16b, v1.16b, v2.16b	2044226e	
ushl v0.4h, v1.4h, v2.4h	2044622e	
ushl v0.8h, v1.8h, v2.8h	2044626e	
ushl v0.2s, v1.2s, v2.2s	2044a22e	
ushl v0.4s, v1.4s, v2.4s	2044a26e	
ushl v0.2d, v1.2d, v2.2d	2044e26e	
sqadd v0.8b, v1.8b, v2.8b	200c220e	
sqadd v0.16b, v1.16b, v2.16b	200c224e	
sqadd v0.4h, v1.4h, v2.4h	200c620e	
sqadd v0.8h, v1.8h, v2.8h	200c624e	
sqadd v0.2s, v1.2s, v2.2s	200ca20e	
sqadd v0.4s, v1.4s, v2.4s	200ca24e	
sqadd v0.2d, v1.2d, v2.2d	200ce24e	
uqadd v0.8b, v1.8b, v2.8b	200c222e	
uqadd v0.16b, v1.16b, v2.16b	200c226e	
uqadd v0.4h, v1.4h, v2.4h	200c622e	
uqadd v0.8h, v1.8h, v2.8h	200c626e	
uqadd v0.2s, v1.2s, v2.2s	200ca22e	
uqadd v0.4s, v1.4s, v2.4s	200ca26e	
uqadd v0.2d, v1.2d, v2.2d	200ce26e	
sqsub v0.8b, v1.8b, v2.8b	202c220e	
sqsub v0.16b, v1.16b, v2.16b	202c224e	
sqsub v0.4h, v1.4h, v2.4h	202c620e	
sqsub v0.8h, v1.8h, v2.8h	202c624e	
sqsub v0.2s, v1.2s, v2.2s	202ca20e	
sqsub v0.4s, v1.4s, v2.4s	202ca24e	
sqsub v0.2d, v1.2d, v2.2d	202ce24e	
uqsub v0.8b, v1.8b, v2.8b	202c222e	
uqsub v0.16b, v1.16b, v2.16b	202c226e	
uqsub v0.4h, v1.4h, v2.4h	202c622e	
uqsub v0.8h, v1.8h, v2.8h	202c626e	
uqsub v0.2s, v1.2s, v2.2s	202ca22e	
uqsub v0.4s, v1.4s, v2.4s	202ca26e	
uqsub v0.2d, v1.2d, v2.2d	202ce26e	
cmeq v0.8b, v1.8b, v2.8b	208c222e	
cmeq v0.16b, v1.16b, v2.16b	208c226e	
cmeq v0.4h, v1.4h, v2.4h	208c622e	
cmeq v0.8h, v1.8h, v2.8h	208c626e	
cmeq v0.2s, v1.2s, v2.2s	208ca22e	
cmeq v0.4s, v1.4s, v2.4s	208ca26e	
cmeq v0.2d, v1.2d, v2.2d	208ce26e	
cmgt v0.8b, v1.8b, v2.8b	2034220e	
cmgt v0.16b, v1.16b, v2.16b	2034224e	
cmgt v0.4h, v1.4h, v2.4h	2034620e	
cmgt v0.8h, v1.8h, v2.8h	2034624e	
cmgt v0.2s, v1.2s, v2.2s	2034a20e	
cmgt v0.4s, v1.4s, v2.4s	2034a24e	
cmgt v0.2d, v1.2d, v2.2d	2034e24e	
cmge v0.8b, v1.8b, v2.8b	203c220e	
cmge v0.16b, v1.16b, v2.16b	203c224e	
cmge v0.4h, v1.4h, v2.4h	203c620e	
cmge v0.8h, v1.8h, v2.8h	203c624e	
cmge v0.2s, v1.2s, v2.2s	203ca20e	
cmge v0.4s, v1.4s, v2.4s	203ca24e	
cmge v0.2d, v1.2d, v2.2d	203ce24e	
cmhi v0.8b, v1.8b, v2.8b	2034222e	
cmhi v0.16b, v1.16b, v2.16b	2034226e	
cmhi v0.4h, v1.4h, v2.4h	2034622e	
cmhi v0.8h, v1.8h, v2.8h	2034626e	
cmhi v0.2s, v1.2s, v2.2s	2034a22e	
cmhi v0.4s, v1.4s, v2.4s	2034a26e	
cmhi v0.2d, v1.2d, v2.2d	2034e26e	
cmhs v0.8b, v1.8b, v2.8b	203c222e	
cmhs v0.16b, v1.16b, v2.16b	203c226e	
cmhs v0.4h, v1.4h, v2.4h	203c622e	
cmhs v0.8h, v1.8h, v2.8h	203c626e	
cmhs v0.2s, v1.2s, v2.2s	203ca22e	
cmhs v0.4s, v1.4s, v2.4s	203ca26e	
cmhs v0.2d, v1.2d, v2.2d	203ce26e	
cmtst v0.8b, v1.8b, v2.8b	208c220e	
cmtst v0.16b, v1.16b, v2.16b	208c224e	
cmtst v0.4h, v1.4h, v2.4h	208c620e	
cmtst v0.8h, v1.8h, v2.8h	208c624e	
cmtst v0.2s, v1.2s, v2.2s	208ca20e	
cmtst v0.4s, v1.4s, v2.4s	208ca24e	
cmtst v0.2d, v1.2d, v2.2d	208ce24e	
addp v0.8b, v1.8b, v2.8b	20bc220e	
addp v0.16b, v1.16b, v2.16b	20bc224e	
addp v0.4h, v1.4h, v2.4h	20bc620e	
addp v0.8h, v1.8h, v2.8h	20bc624e	
addp v0.2s, v1.2s, v2.2s	20bca20e	
addp v0.4s, v1.4s, v2.4s	20bca24e	
addp v0.2d, v1.2d, v2.2d	20bce24e	
and v0.8b, v1.8b, v2.8b	201c220e	
and v0.16b, v1.16b, v2.16b	201c224e	
orr v0.8b, v1.8b, v2.8b	201ca20e	
orr v0.16b, v1.16b, v2.16b	201ca24e	
eor v0.8b, v1.8b, v2.8b	201c222e	
eor v0.16b, v1.16b, v2.16b	201c226e	
bic v0.8b, v1.8b, v2.8b	201c620e	
bic v0.16b, v1.16b, v2.16b	201c624e	
orn v0.8b, v1.8b, v2.8b	201ce20e	
orn v0.16b, v1.16b, v2.16b	201ce24e	
bsl v0.8b, v1.8b, v2.8b	201c622e	
bsl v0.16b, v1.16b, v2.16b	201c626e	
fadd v0.2s, v1.2s, v2.2s	20d4220e	
fadd v0.4s, v1.4s, v2.4s	20d4224e	
fadd v0.2d, v1.2d, v2.2d	20d4624e	
fsub v0.2s, v1.2s, v2.2s	20d4a20e	
fsub v0.4s, v1.4s, v2.4s	20d4a24e	
fsub v0.2d, v1.2d, v2.2d	20d4e24e	
fmul v0.2s, v1.2s, v2.2s	20dc222e	
fmul v0.4s, v1.4s, v2.4s	20dc226e	
fmul v0.2d, v1.2d, v2.2d	20dc626e	
fdiv v0.2s, v1.2s, v2.2s	20fc222e	
fdiv v0.4s, v1.4s, v2.4s	20fc226e	
fdiv v0.2d, v1.2d, v2.2d	20fc626e	
fmla v0.2s, v1.2s, v2.2s	20cc220e	
fmla v0.4s, v1.4s, v2.4s	20cc224e	
fmla v0.2d, v1.2d, v2.2d	20cc624e	
fmls v0.2s, v1.2s, v2.2s	20cca20e	
fmls v0.4s, v1.4s, v2.4s	20cca24e	
fmls v0.2d, v1.2d, v2.2d	20cce24e	
fmax v0.2s, v1.2s, v2.2s	20f4220e	
fmax v0.4s, v1.4s, v2.4s	20f4224e	
fmax v0.2d, v1.2d, v2.2d	20f4624e	
fmin v0.2s, v1.2s, v2.2s	20f4a20e	
fmin v0.4s, v1.4s, v2.4s	20f4a24e	
fmin v0.2d, v1.2d, v2.2d	20f4e24e	
fabd v0.2s, v1.2s, v2.2s	20d4a22e	
fabd v0.4s, v1.4s, v2.4s	20d4a26e	
fabd v0.2d, v1.2d, v2.2d	20d4e26e	
fmulx v0.2s, v1.2s, v2.2s	20dc220e	
fmulx v0.4s, v1.4s, v2.4s	20dc224e	
fmulx v0.2d, v1.2d, v2.2d	20dc624e	
fmaxnm v0.2s, v1.2s, v2.2s	20c4220e	
fmaxnm v0.4s, v1.4s, v2.4s	20c4224e	
fmaxnm v0.2d, v1.2d, v2.2d	20c4624e	
fminnm v0.2s, v1.2s, v2.2s	20c4a20e	
fminnm v0.4s, v1.4s, v2.4s	20c4a24e	
fminnm v0.2d, v1.2d, v2.2d	20c4e24e	
faddp v0.2s, v1.2s, v2.2s	20d4222e	
faddp v0.4s, v1.4s, v2.4s	20d4226e	
faddp v0.2d, v1.2d, v2.2d	20d4626e	
fmaxp v0.2s, v1.2s, v2.2s	20f4222e	
fmaxp v0.4s, v1.4s, v2.4s	20f4226e	
fmaxp v0.2d, v1.2d, v2.2d	20f4626e	
fminp v0.2s, v1.2s, v2.2s	20f4a22e	
fminp v0.4s, v1.4s, v2.4s	20f4a26e	
fminp v0.2d, v1.2d, v2.2d	20f4e26e	
fcmeq v0.2s, v1.2s, v2.2s	20e4220e	
fcmeq v0.4s, v1.4s, v2.4s	20e4224e	
fcmeq v0.2d, v1.2d, v2.2d	20e4624e	
fcmge v0.2s, v1.2s, v2.2s	20e4222e	
fcmge v0.4s, v1.4s, v2.4s	20e4226e	
fcmge v0.2d, v1.2d, v2.2d	20e4626e	
fcmgt v0.2s, v1.2s, v2.2s	20e4a22e	
fcmgt v0.4s, v1.4s, v2.4s	20e4a26e	
fcmgt v0.2d, v1.2d, v2.2d	20e4e26e	
neg v0.8b, v1.8b	20b8202e	
neg v0.16b, v1.16b	20b8206e	
neg v0.4h, v1.4h	20b8602e	
neg v0.8h, v1.8h	20b8606e	
neg v0.2s, v1.2s	20b8a02e	
neg v0.4s, v1.4s	20b8a06e	
abs v0.8b, v1.8b	20b8200e	
abs v0.16b, v1.16b	20b8204e	
abs v0.4h, v1.4h	20b8600e	
abs v0.8h, v1.8h	20b8604e	
abs v0.2s, v1.2s	20b8a00e	
abs v0.4s, v1.4s	20b8a04e	
cls v0.8b, v1.8b	2048200e	
cls v0.16b, v1.16b	2048204e	
cls v0.4h, v1.4h	2048600e	
cls v0.8h, v1.8h	2048604e	
cls v0.2s, v1.2s	2048a00e	
cls v0.4s, v1.4s	2048a04e	
clz v0.8b, v1.8b	2048202e	
clz v0.16b, v1.16b	2048206e	
clz v0.4h, v1.4h	2048602e	
clz v0.8h, v1.8h	2048606e	
clz v0.2s, v1.2s	2048a02e	
clz v0.4s, v1.4s	2048a06e	
rev64 v0.8b, v1.8b	2008200e	
rev64 v0.16b, v1.16b	2008204e	
rev64 v0.4h, v1.4h	2008600e	
rev64 v0.8h, v1.8h	2008604e	
rev64 v0.2s, v1.2s	2008a00e	
rev64 v0.4s, v1.4s	2008a04e	
not v0.8b, v1.8b	2058202e	
cnt v0.8b, v1.8b	2058200e	
rev16 v0.8b, v1.8b	2018200e	
not v0.16b, v1.16b	2058206e	
cnt v0.16b, v1.16b	2058204e	
rev16 v0.16b, v1.16b	2018204e	
fneg v0.2s, v1.2s	20f8a02e	
fneg v0.4s, v1.4s	20f8a06e	
fneg v0.2d, v1.2d	20f8e06e	
fabs v0.2s, v1.2s	20f8a00e	
fabs v0.4s, v1.4s	20f8a04e	
fabs v0.2d, v1.2d	20f8e04e	
fsqrt v0.2s, v1.2s	20f8a12e	
fsqrt v0.4s, v1.4s	20f8a16e	
fsqrt v0.2d, v1.2d	20f8e16e	
scvtf v0.2s, v1.2s	20d8210e	
scvtf v0.4s, v1.4s	20d8214e	
scvtf v0.2d, v1.2d	20d8614e	
ucvtf v0.2s, v1.2s	20d8212e	
ucvtf v0.4s, v1.4s	20d8216e	
ucvtf v0.2d, v1.2d	20d8616e	
fcvtzs v0.2s, v1.2s	20b8a10e	
fcvtzs v0.4s, v1.4s	20b8a14e	
fcvtzs v0.2d, v1.2d	20b8e14e	
fcvtzu v0.2s, v1.2s	20b8a12e	
fcvtzu v0.4s, v1.4s	20b8a16e	
fcvtzu v0.2d, v1.2d	20b8e16e	
frintn v0.2s, v1.2s	2088210e	
frintn v0.4s, v1.4s	2088214e	
frintn v0.2d, v1.2d	2088614e	
frintp v0.2s, v1.2s	2088a10e	
frintp v0.4s, v1.4s	2088a14e	
frintp v0.2d, v1.2d	2088e14e	
frintm v0.2s, v1.2s	2098210e	
frintm v0.4s, v1.4s	2098214e	
frintm v0.2d, v1.2d	2098614e	
frintz v0.2s, v1.2s	2098a10e	
frintz v0.4s, v1.4s	2098a14e	
frintz v0.2d, v1.2d	2098e14e	
fcmeq v0.2s, v1.2s, #0.0	20d8a00e	
fcmeq v0.4s, v1.4s, #0.0	20d8a04e	
fcmeq v0.2d, v1.2d, #0.0	20d8e04e	
fcmge v0.2s, v1.2s, #0.0	20c8a02e	
fcmge v0.4s, v1.4s, #0.0	20c8a06e	
fcmge v0.2d, v1.2d, #0.0	20c8e06e	
fcmgt v0.2s, v1.2s, #0.0	20c8a00e	
fcmgt v0.4s, v1.4s, #0.0	20c8a04e	
fcmgt v0.2d, v1.2d, #0.0	20c8e04e	
fcmle v0.2s, v1.2s, #0.0	20d8a02e	
fcmle v0.4s, v1.4s, #0.0	20d8a06e	
fcmle v0.2d, v1.2d, #0.0	20d8e06e	
fcmlt v0.2s, v1.2s, #0.0	20e8a00e	
fcmlt v0.4s, v1.4s, #0.0	20e8a04e	
fcmlt v0.2d, v1.2d, #0.0	20e8e04e	
addv s0, v1.4s	20b8b14e	
addv b0, v1.8b	20b8310e	
addv h0, v1.8h	20b8714e	
smaxv s0, v1.4s	20a8b04e	
sminv s0, v1.4s	20a8b14e	
umaxv s0, v1.4s	20a8b06e	
uminv s0, v1.4s	20a8b16e	
dup v0.4s, v1.s[1]	20040c4e	
dup v0.16b, w1	200c014e	
dup v0.2d, x1	200c084e	
ins v0.s[1], v1.s[2]	20440c6e	
ins v0.d[1], x2	401c184e	
umov w0, v1.s[2]	203c140e	
smov x0, v1.h[2]	202c0a4e	
zip1 v0.16b, v1.16b, v2.16b	2038024e	
zip1 v0.4s, v1.4s, v2.4s	2038824e	
zip1 v0.2d, v1.2d, v2.2d	2038c24e	
zip2 v0.16b, v1.16b, v2.16b	2078024e	
zip2 v0.4s, v1.4s, v2.4s	2078824e	
zip2 v0.2d, v1.2d, v2.2d	2078c24e	
uzp1 v0.16b, v1.16b, v2.16b	2018024e	
uzp1 v0.4s, v1.4s, v2.4s	2018824e	
uzp1 v0.2d, v1.2d, v2.2d	2018c24e	
uzp2 v0.16b, v1.16b, v2.16b	2058024e	
uzp2 v0.4s, v1.4s, v2.4s	2058824e	
uzp2 v0.2d, v1.2d, v2.2d	2058c24e	
trn1 v0.16b, v1.16b, v2.16b	2028024e	
trn1 v0.4s, v1.4s, v2.4s	2028824e	
trn1 v0.2d, v1.2d, v2.2d	2028c24e	
trn2 v0.16b, v1.16b, v2.16b	2068024e	
trn2 v0.4s, v1.4s, v2.4s	2068824e	
trn2 v0.2d, v1.2d, v2.2d	2068c24e	
ext v0.16b, v1.16b, v2.16b, #4	2020026e	
tbl v0.16b, {v1.16b}, v2.16b	2000024e	
tbl v0.16b, {v1.16b, v2.16b}, v3.16b	2020034e	
tbx v0.16b, {v1.16b, v2.16b, v3.16b}, v4.16b	2050044e	
shl v0.16b, v1.16b, #3	20540b4f	
shl v0.8h, v1.8h, #5	2054154f	
shl v0.4s, v1.4s, #10	20542a4f	
shl v0.2d, v1.2d, #40	2054684f	
sli v0.16b, v1.16b, #3	20540b6f	
sli v0.8h, v1.8h, #5	2054156f	
sli v0.4s, v1.4s, #10	20542a6f	
sli v0.2d, v1.2d, #40	2054686f	
sshr v0.16b, v1.16b, #3	20040d4f	
sshr v0.8h, v1.8h, #5	20041b4f	
sshr v0.4s, v1.4s, #10	2004364f	
sshr v0.2d, v1.2d, #40	2004584f	
ushr v0.16b, v1.16b, #3	20040d6f	
ushr v0.8h, v1.8h, #5	20041b6f	
ushr v0.4s, v1.4s, #10	2004366f	
ushr v0.2d, v1.2d, #40	2004586f	
ssra v0.16b, v1.16b, #3	20140d4f	
ssra v0.8h, v1.8h, #5	20141b4f	
ssra v0.4s, v1.4s, #10	2014364f	
ssra v0.2d, v1.2d, #40	2014584f	
usra v0.16b, v1.16b, #3	20140d6f	
usra v0.8h, v1.8h, #5	20141b6f	
usra v0.4s, v1.4s, #10	2014366f	
usra v0.2d, v1.2d, #40	2014586f	
srshr v0.16b, v1.16b, #3	20240d4f	
srshr v0.8h, v1.8h, #5	20241b4f	
srshr v0.4s, v1.4s, #10	2024364f	
srshr v0.2d, v1.2d, #40	2024584f	
urshr v0.16b, v1.16b, #3	20240d6f	
urshr v0.8h, v1.8h, #5	20241b6f	
urshr v0.4s, v1.4s, #10	2024366f	
urshr v0.2d, v1.2d, #40	2024586f	
sri v0.16b, v1.16b, #3	20440d6f	
sri v0.8h, v1.8h, #5	20441b6f	
sri v0.4s, v1.4s, #10	2044366f	
sri v0.2d, v1.2d, #40	2044586f	
saddl v0.8h, v1.8b, v2.8b	2000220e	
saddl v0.4s, v1.4h, v2.4h	2000620e	
saddl2 v0.4s, v1.8h, v2.8h	2000624e	
uaddl v0.8h, v1.8b, v2.8b	2000222e	
uaddl v0.4s, v1.4h, v2.4h	2000622e	
uaddl2 v0.4s, v1.8h, v2.8h	2000626e	
ssubl v0.8h, v1.8b, v2.8b	2020220e	
ssubl v0.4s, v1.4h, v2.4h	2020620e	
ssubl2 v0.4s, v1.8h, v2.8h	2020624e	
usubl v0.8h, v1.8b, v2.8b	2020222e	
usubl v0.4s, v1.4h, v2.4h	2020622e	
usubl2 v0.4s, v1.8h, v2.8h	2020626e	
smull v0.8h, v1.8b, v2.8b	20c0220e	
smull v0.4s, v1.4h, v2.4h	20c0620e	
smull2 v0.4s, v1.8h, v2.8h	20c0624e	
umull v0.8h, v1.8b, v2.8b	20c0222e	
umull v0.4s, v1.4h, v2.4h	20c0622e	
umull2 v0.4s, v1.8h, v2.8h	20c0626e	
smlal v0.8h, v1.8b, v2.8b	2080220e	
smlal v0.4s, v1.4h, v2.4h	2080620e	
smlal2 v0.4s, v1.8h, v2.8h	2080624e	
umlal v0.8h, v1.8b, v2.8b	2080222e	
umlal v0.4s, v1.4h, v2.4h	2080622e	
umlal2 v0.4s, v1.8h, v2.8h	2080626e	
smlsl v0.8h, v1.8b, v2.8b	20a0220e	
smlsl v0.4s, v1.4h, v2.4h	20a0620e	
smlsl2 v0.4s, v1.8h, v2.8h	20a0624e	
umlsl v0.8h, v1.8b, v2.8b	20a0222e	
umlsl v0.4s, v1.4h, v2.4h	20a0622e	
umlsl2 v0.4s, v1.8h, v2.8h	20a0626e	
saddw v0.8h, v1.8h, v2.8b	2010220e	
uaddw v0.8h, v1.8h, v2.8b	2010222e	
ssubw v0.8h, v1.8h, v2.8b	2030220e	
usubw v0.8h, v1.8h, v2.8b	2030222e	
addhn v0.8b, v1.8h, v2.8h	2040220e	
addhn2 v0.16b, v1.8h, v2.8h	2040224e	
raddhn v0.8b, v1.8h, v2.8h	2040222e	
raddhn2 v0.16b, v1.8h, v2.8h	2040226e	
subhn v0.8b, v1.8h, v2.8h	2060220e	
subhn2 v0.16b, v1.8h, v2.8h	2060224e	
rsubhn v0.8b, v1.8h, v2.8h	2060222e	
rsubhn2 v0.16b, v1.8h, v2.8h	2060226e	
xtn v0.8b, v1.8h	2028210e	
xtn2 v0.16b, v1.8h	2028214e	
sqxtn v0.8b, v1.8h	2048210e	
sqxtn2 v0.16b, v1.8h	2048214e	
uqxtn v0.8b, v1.8h	2048212e	
uqxtn2 v0.16b, v1.8h	2048216e	
sqxtun v0.8b, v1.8h	2028212e	
sqxtun2 v0.16b, v1.8h	2028216e	
mul v0.4s, v1.4s, v2.s[1]	2080a24f	
mul v0.8h, v1.8h, v2.h[3]	2080724f	
mla v0.4s, v1.4s, v2.s[1]	2000a26f	
mla v0.8h, v1.8h, v2.h[3]	2000726f	
mls v0.4s, v1.4s, v2.s[1]	2040a26f	
mls v0.8h, v1.8h, v2.h[3]	2040726f	
sqdmulh v0.4s, v1.4s, v2.s[1]	20c0a24f	
sqdmulh v0.8h, v1.8h, v2.h[3]	20c0724f	
sqrdmulh v0.4s, v1.4s, v2.s[1]	20d0a24f	
sqrdmulh v0.8h, v1.8h, v2.h[3]	20d0724f	
fmul v0.4s, v1.4s, v2.s[2]	2098824f	
fmul v0.2d, v1.2d, v2.d[1]	2098c24f	
fmla v0.4s, v1.4s, v2.s[2]	2018824f	
fmla v0.2d, v1.2d, v2.d[1]	2018c24f	
fmls v0.4s, v1.4s, v2.s[2]	2058824f	
fmls v0.2d, v1.2d, v2.d[1]	2058c24f	
fmulx v0.4s, v1.4s, v2.s[2]	2098826f	
fmulx v0.2d, v1.2d, v2.d[1]	2098c26f	
smull v0.4s, v1.4h, v2.h[3]	20a0720f	
umull v0.4s, v1.4h, v2.h[3]	20a0722f	
smlal v0.4s, v1.4h, v2.h[3]	2020720f	
umlal v0.4s, v1.4h, v2.h[3]	2020722f	
movi v0.16b, #0xab	60e5054f	
movi v0.8b, #0xab	60e5050f	
movi v0.4s, #0xab	6005054f	
mvni v0.4s, #0xab	6005056f	
movi v0.4s, #0xab, lsl #8	6025054f	
mvni v0.4s, #0xab, lsl #8	6025056f	
movi v0.4s, #0xab, lsl #16	6045054f	
mvni v0.4s, #0xab, lsl #16	6045056f	
movi v0.4s, #0xab, lsl #24	6065054f	
mvni v0.4s, #0xab, lsl #24	6065056f	
movi v0.4s, #0xab, msl #8	60c5054f	
mvni v0.4s, #0xab, msl #8	60c5056f	
movi v0.4s, #0xab, msl #16	60d5054f	
mvni v0.4s, #0xab, msl #16	60d5056f	
movi v0.8h, #0xab	6085054f	
bic v0.4s, #0xab	6015056f	
orr v0.4s, #0xab	6015054f	
movi v0.8h, #0xab, lsl #8	60a5054f	
bic v0.4s, #0xab, lsl #8	6035056f	
orr v0.4s, #0xab, lsl #8	6035054f	
movi v0.2d, #0xff00ff00ff00ff00	40e5056f	
movi d0, #0xffffffffffffffff	e0e7072f	
fcvtn v0.4h, v1.4s	2068210e	
fcvtn2 v0.8h, v1.4s	2068214e	
fcvtl v0.4s, v1.4h	2078210e	
fcvtl2 v0.4s, v1.8h	2078214e	
ld1 {v0.16b}, [x0]	0070404c	
ld1 {v0.16b, v1.16b}, [x0]	00a0404c	
ld1 {v0.8h}, [x0]	0074404c	
ld1 {v0.8h, v1.8h}, [x0]	00a4404c	
ld1 {v0.4s}, [x0]	0078404c	
ld1 {v0.4s, v1.4s}, [x0]	00a8404c	
ld1 {v0.2d}, [x0]	007c404c	
ld1 {v0.2d, v1.2d}, [x0]	00ac404c	
st1 {v0.16b}, [x0]	0070004c	
st1 {v0.16b, v1.16b}, [x0]	00a0004c	
st1 {v0.8h}, [x0]	0074004c	
st1 {v0.8h, v1.8h}, [x0]	00a4004c	
st1 {v0.4s}, [x0]	0078004c	
st1 {v0.4s, v1.4s}, [x0]	00a8004c	
st1 {v0.2d}, [x0]	007c004c	
st1 {v0.2d, v1.2d}, [x0]	00ac004c	
ld2 {v0.4s, v1.4s}, [x0]	0088404c	
ld3 {v0.8h, v1.8h, v2.8h}, [x0]	0044404c	
ld4 {v0.4s, v1.4s, v2.4s, v3.4s}, [x0]	0008404c	
ld1 {v0.16b}, [x0], #16	0070df4c	
ld1 {v0.16b}, [x0], x2	0070c24c	
aese v0.16b, v1.16b	2048284e	
aesd v0.16b, v1.16b	2058284e	
aesmc v0.16b, v1.16b	2068284e	
aesimc v0.16b, v1.16b	2078284e	
sha1h s0, s1	2008285e	
sha1su1 v0.4s, v1.4s	2018285e	
sha256su0 v0.4s, v1.4s	2028285e	
sha1c q0, s1, v2.4s	2000025e	
sha1p q0, s1, v2.4s	2010025e	
sha1m q0, s1, v2.4s	2020025e	
sha1su0 v0.4s, v1.4s, v2.4s	2030025e	
sha256h q0, q1, v2.4s	2040025e	
sha256h2 q0, q1, v2.4s	2050025e	
sha256su1 v0.4s, v1.4s, v2.4s	2060025e	
